department,employee,check_in_date,first_in,last_out,report_type,status
1218,28928,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28929,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28930,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28931,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28932,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28933,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28934,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28935,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28936,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28937,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28938,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28939,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28940,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28941,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28942,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28943,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28944,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28945,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28946,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28947,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28948,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28949,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28950,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28951,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28952,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28953,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28954,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28955,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28956,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28957,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28958,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28959,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28960,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28961,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28962,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28963,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28964,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28965,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28966,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28967,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28968,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28969,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28970,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28971,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28972,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28973,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28974,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28975,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28976,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28977,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28978,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28979,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28980,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28981,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28982,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28983,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28984,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28985,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28986,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28987,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28988,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28989,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28990,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28991,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28992,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28993,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28994,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28995,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28996,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28997,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28998,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,28999,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29000,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29001,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29002,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29003,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29004,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29005,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29006,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29007,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29008,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29009,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29010,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29011,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29012,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29013,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29014,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29015,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29016,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29017,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29018,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29019,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29020,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29021,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29022,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29023,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29024,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29025,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29026,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29027,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29028,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29029,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29030,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29031,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29032,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29033,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29034,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29035,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29036,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29037,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29038,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29039,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29040,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29041,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29042,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29043,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29044,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29045,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29046,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29047,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29048,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29049,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29050,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29051,2024-02-05,2024-02-05 08:25:00,2024-02-05 18:05:00,0,"Đi sớm,Về muộn"
1218,29052,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29053,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29054,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29055,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29056,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29057,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29058,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29059,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29060,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29061,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29062,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29063,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29064,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29065,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29066,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29067,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29068,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29069,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29070,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29071,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29072,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29073,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29074,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29075,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29076,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29077,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29078,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29079,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29080,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29081,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29082,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29083,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29084,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29085,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29086,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29087,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29088,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29089,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29090,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29091,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29092,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29093,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
1218,29094,2024-02-05,2024-02-05 08:36:00,2024-02-05 18:05:00,Chấm công muộn,"Đi muộn,Về muộn"
